store,websites,attribute_set,type,category_ids,url,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,color,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,format,sku_type,weight_type,price_type,price_view,shipment_type
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-guayaba?___store=es,1404,1,Té Verde con Guayaba,Té Verde con Guayaba | ArTea: Tienda de Té,,,,,te-verde-con-guayaba,te-verde-con-guayaba,,No layout updates,Product Info Column,Té Verde con Guayaba,Té Verde con Guayaba,Té Verde con Guayaba,China,Use config,Use config,No,2800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El Té Verde con Guayaba ayuda a controlar el sobrepeso, regula la presión arterial, disminuye el colesterol y disminuye los niveles de azúcar en la sangre.</p>","<p>Deliciosa mezcla del mejor té verde, con guayaba.</p>",,,,,,,,,5,0.0004,1,0,0,1,1.0004,1,0.0004,1,1,,,1,0,1,0,1,0.0004,1,0,0,0,1,Té Verde con Guayaba,1,configurable,,,,,,,,
es,base,Té,configurable,"23,27",http://magento-dev.kongo.cl/te-de-jazmin?___store=es,1405,1,Té de Jazmín,Té de Jazmín | ArTea: Tienda de Té,,,,,te-de-jazmin,te-de-jazmin,,No layout updates,Product Info Column,Té de Jazmín,Té de Jazmín,Té de Jazmín,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El Té de Jazmín es recomendable para mujeres y niños. Calma la ansiedad, relaja el cuerpo, anima la mente y ayuda a las vías respiratorias.</p>",<p>El Té de Jazmín es excelente para calmar la ansiedad y ayuda al relajo.</p>,,,,,,,,,5,0.0004,1,0,0,1,1.0004,1,0.0004,1,1,,,1,0,1,0,1,0.0004,1,0,0,0,1,Té de Jazmín,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-manzana?___store=es,1406,1,Té Verde con Manzana,Té Verde con Manzana | ArTea: Tienda de Té,,,,,te-verde-con-manzana,te-verde-con-manzana,,No layout updates,Product Info Column,Té Verde con Manzana,Té Verde con Manzana,Té Verde con Manzana,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,<p>El Té Verde con Manzana es antioxidante y ayuda a limpiar el estómago.</p>,<p>El Té Verde con Manzana es antioxidante y ayuda a limpiar el estómago.</p>,,,,,,,,,5,0.0005,1,0,0,1,1.0005,1,0.0005,1,1,,,1,0,1,0,1,0.0005,1,0,0,0,1,Té Verde con Manzana,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-menta?___store=es,1407,1,Té Verde con Menta,Té Verde con Menta | ArTea: Tienda de Té,,,,,te-verde-con-menta,te-verde-con-menta,,No layout updates,Product Info Column,Té Verde con Menta,Té Verde con Menta,Té Verde con Menta,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Selección de té verde Sencha de primera clase, mezclada con menta natural. Con su fresco sabor resulta un enérgico aporte de vitalidad.</p>",<p>Té verde Sencha de primera clase mezclado con menta natural.</p>,,,,,,,,,5,0.0005,1,0,0,1,1.0005,1,0.0005,1,1,,,1,0,1,0,1,0.0005,1,0,0,0,1,Té Verde con Menta,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-frutilla?___store=es,1408,1,Té Verde con Frutilla,Té Verde con Frutilla | ArTea: Tienda de Té,,,,,te-verde-con-frutilla,te-verde-con-frutilla,,No layout updates,Product Info Column,Té Verde con Frutilla,Té Verde con Frutilla,Té Verde con Frutilla,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Selección de té verde Sencha de primera clase, mezclada con esencia de frutilla natural. Con su aromático sabor resulta un enérgico aporte de vitalidad.</p>",<p>Mezcla de té verde y sabor natural a frutilla.</p>,,,,,,,,,5,0.0006,1,0,0,1,1.0006,1,0.0006,1,1,,,1,0,1,0,1,0.0006,1,0,0,0,1,Té Verde con Frutilla,1,configurable,,,,,,,,
es,base,Té,configurable,6,http://magento-dev.kongo.cl/te-rojo-pu-erh?___store=es,1501,1,Té Rojo Pu-Erh,Té Rojo Pu-Erh | ArTea: Tienda de Té,,,,,te-rojo-pu-erh,te-rojo-pu-erh,,No layout updates,Product Info Column,Té Rojo Pu-Erh,Té Rojo Pu-Erh,Té Rojo Pu-Erh,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Té Rojo o Té Pu-erh posee un aroma a tierra distintivo. Se diferencia del té negro ya que a esta variedad se le deja crecer una capa delgada de moho en las hojas. Por supuesto, estos son inofensivos y son conocidos en la cultura China por tener efectos medicinales. Como los grandes vinos reserva, al pu-erh se lo deja añejar por varios años en barricas de madera hasta que adquiere su gusto inconfundible.</p>

<p>La medicina natural china lo receta como un excelente tónico para reducir grasas y estabilizar el colesterol, dado a su efecto acelerador del metabolismo del hígado, lo mismo que ayuda a perder considerablemente peso.</p>",<p>El té Pu-Erh otorga múltiples beneficios para el cuerpo. Es una de las infusiones favoritas al momento de decidir bajar de peso.</p>,,,,,,,,,5,0.0006,1,0,0,1,1.0006,1,0.0006,1,1,,,1,0,1,0,1,0.0006,1,0,0,0,1,Té Rojo Pu-Erh,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-rojo-con-ginseng?___store=es,1502,1,Té Rojo con Ginseng,Té Rojo con Ginseng | ArTea: Tienda de Té,,,,,te-rojo-con-ginseng,te-rojo-con-ginseng,,No layout updates,Product Info Column,Té Rojo con Ginseng,Té Rojo con Ginseng,Té Rojo con Ginseng,China,Use config,Use config,No,2800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,<p>Selección de té rojo mezclado con ginseng que se prepara con una singular minuciosidad artesana. Combate el cansancio y aumenta las defensas.</p>,"<p>Selección de té rojo mezclado con ginseng, que se prepara con una singular minuciosidad artesana.</p>",,,,,,,,,5,0.0007,1,0,0,1,1.0007,1,0.0007,1,1,,,1,0,1,0,1,0.0007,1,0,0,0,1,Té Rojo con Ginseng,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-pu-erh-con-crisantemo?___store=es,1503,1,Té Pu-Erh con Crisantemo,Té Pu-Erh con Crisantemo | ArTea: Tienda de Té,,,,,te-pu-erh-con-crisantemo,te-pu-erh-con-crisantemo,,No layout updates,Product Info Column,Té Pu-Erh con Crisantemo,Té Pu-Erh con Crisantemo,Té Pu-Erh con Crisantemo,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El té Pu-Erh con Crisantemo ayuda a la recuperación de estómagos delicados y facilita la digestión de las grasas. Es apto para todas las edades</p>

<p>El té pu-erh ayuda a bajar los niveles de las grasas, colesterol, y triglicéridos, además de mejorar la digestión. El crisantemo tiene propiedades suaves, anti cancerígenas y relajantes.</p>",<p>Delicado y ligero aroma floral y un sabor que es ligero y refrescante.</p>,,,,,,,,,5,0.0007,1,0,0,1,1.0007,1,0.0007,1,1,,,1,0,1,0,1,0.0007,1,0,0,0,1,Té Pu-Erh con Crisantemo,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-rojo-con-rosas?___store=es,1504,1,Té Rojo con Rosas,Té Rojo con Rosas | ArTea: Tienda de Té,,,,,te-rojo-con-rosas,te-rojo-con-rosas,,No layout updates,Product Info Column,Té Rojo con Rosas,Té Rojo con Rosas,Té Rojo con Rosas,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Todas las propiedades benéficas del té rojo combinadas con el delicioso aroma de botones de rosas. Por mucho tiempo, los chinos han utilizado los botones de rosas para calmar la ansiedad y la depresión. La exquisita y dulce suavidad de su aroma, combinada con su reconocido valor terapéutico, han hecho de las rosas parte de la medicina y perfumería de la antigua Persia, Egipto, Grecia y China</p>",<p>Todas las propiedades benéficas del té rojo combinadas con el delicioso aroma de botones de rosas.</p>,,,,,,,,,5,0.0008,1,0,0,1,1.0008,1,0.0008,1,1,,,1,0,1,0,1,0.0008,1,0,0,0,1,Té Rojo con Rosas,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-rojo-con-cardamomo?___store=es,1505,1,Té Rojo con Cardamomo,Té Rojo con Cardamomo | ArTea: Tienda de Té,,,,,te-rojo-con-cardamomo,te-rojo-con-cardamomo,,No layout updates,Product Info Column,Té Rojo con Cardamomo,Té Rojo con Cardamomo,Té Rojo con Cardamomo,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El cardamomo es una excelente especie que proviene de la cultura gastronómica oriental, sobre todo en los países árabes o en la India. Su sabor único puede convertirse en una adición perfecta para algunas preparaciones, como por ejemplo el té rojo pu-erh con cardamomo, que deleitará tus sentidos.</p>

<p>Los beneficios del cardamomo están relacionados con el mejor funcionamiento del sistema digestivo y como estimulante.</p>

<ul>
<li>Provoca la secreción de saliva y produce apetito</li>
<li>Favorece una buena digestión</li>
<li>Reduce el mal aliento</li>
<li>Estimula el sistema nervioso y, debido a su alto contendido en aceites aromáticos, se considera afrodisíaco.</li>
</ul>","<p>El cardamomo es una excelente especie que proviene de la cultura gastronómica oriental, sobre todo en los países árabes o en la India</p>",,,,,,,,,5,0.0008,1,0,0,1,1.0008,1,0.0008,1,1,,,1,0,1,0,1,0.0008,1,0,0,0,1,Té Rojo con Cardamomo,1,configurable,,,,,,,,
es,base,Té,configurable,9,http://magento-dev.kongo.cl/te-azul-oolong?___store=es,1601,1,Té Azul Oolong,Té Azul Oolong | ArTea: Tienda de Té,,,,,te-azul-oolong,te-azul-oolong,,No layout updates,Product Info Column,Té Azul Oolong,Té Azul Oolong,Té Azul Oolong,China,Use config,Use config,No,2800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Té Oolong, también conocido como té Wulong o té Azul, se trata de un té semi-fermentado cuyas hojas son mas largas y maduras. Posee un sabor particular, que varía según la variedad, pudiendo ir desde un suave gusto a durazno con un toque floral, manteniendo un aroma dulce y un sabor suave. Su concentración de cafeína varía entre los rangos del té negro y el té verde.</p>","<p>El Té Azul Oolong un sabor particular, pudiendo ir desde un suave gusto a durazno con un toque floral, manteniendo un aroma dulce y un sabor suave.</p>",,,,,,,,,5,0.0009,1,0,0,1,1.0009,1,0.0009,1,1,,,1,0,1,0,1,0.0009,1,0,0,0,1,Té Azul Oolong,1,configurable,,,,,,,,
es,base,Té,configurable,"9,28",http://magento-dev.kongo.cl/te-azul-con-arandano?___store=es,1602,1,Té Azul con Arándano,Té Azul con Arándano | ArTea: Tienda de Té,,,,,te-azul-con-arandano,te-azul-con-arandano,,No layout updates,Product Info Column,Té Azul con Arándano,Té Azul con Arándano,Té Azul con Arándano,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Té azul aromático, suave y refrescante combinado con un toque de arándano natural. Ideal para tomar a cualquier hora, desde el desayuno hasta la noche.</p>

<p>El arándano es una especie ampliamente utilizada en la medicina tradicional desde la Antigüedad hasta la actualidad. Ya sea en infusión, su jugo o su fruto, su poder curativo es ampliamente reconocido y se basa en sus propiedades antidiarreicas, hipoglucémicas, antibacterianas, antiinflamatorias, antioxidantes y astringentes, entre otras.</p>","<p>Té azul aromático, suave y refrescante combinado con un toque de arándano natural.</p>",,,,,,,,,5,0.0009,1,0,0,1,1.0009,1,0.0009,1,1,,,1,0,1,0,1,0.0009,1,0,0,0,1,Té Azul con Arándano,1,configurable,,,,,,,,
es,base,Té,configurable,"9,28",http://magento-dev.kongo.cl/te-azul-con-pomelo?___store=es,1603,1,Té Azul con Pomelo,Té Azul con Pomelo | ArTea: Tienda de Té,,,,,te-azul-con-pomelo,te-azul-con-pomelo,,No layout updates,Product Info Column,Té Azul con Pomelo,Té Azul con Pomelo,Té Azul con Pomelo,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Té azul aromático, suave y refrescante combinado con un toque de pomelo natural. Ideal para tomar después de las comidas.</p>

<p>El pomelo deshidratado tiene cualidades diuréticas y depurativas. Tiene un alto contenido en minerales y vitaminas. Elimina los parásitos intestinales. Tiene un alto contenido en Vitamina C reforzando nuestro organismo convirtiéndolo en un gran antioxidante combatiendo los radicales libres. Previene el envejecimiento prematuro de nuestro organismo.</p>","<p>Té azul aromático, suave y refrescante combinado con un toque de pomelo natural.</p>",,,,,,,,,5,0.0010,1,0,0,1,1.0010,1,0.0010,1,1,,,1,0,1,0,1,0.0010,1,0,0,0,1,Té Azul con Pomelo,1,configurable,,,,,,,,
es,base,Té,configurable,8,http://magento-dev.kongo.cl/te-blanco?___store=es,1701,1,Té Blanco,Té Blanco | ArTea: Tienda de Té,,,,,te-blanco,te-blanco,,No layout updates,Product Info Column,Té Blanco,Té Blanco,Té Blanco,China,Use config,Use config,No,2800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El Té Blanco es uno de los tés más antiguos que existen, y su valor radica en que es elaborado a partir únicamente de los botones de las hojas de la planta del té. Las antiguas leyendas cuentan que estos botones de hojas podían ser recogidos únicamente por vírgenes con guantes blancos.</p>

<p>De un sabor suave, delicado aroma y un color claro, el té blanco es de producción limitada, por lo que suele tener un costo mayor que el de sus contrapartes.</p>","<p>El té blanco uno de los tés más antiguos que existen, y su valor radica en que es elaborado a partir únicamente de los botones de las hojas de la planta del té.</p>",,,,,,,,,5,0.0010,1,0,0,1,1.0010,1,0.0010,1,1,,,1,0,1,0,1,0.0010,1,0,0,0,1,Té Blanco,1,configurable,,,,,,,,
es,base,Té,configurable,"8,28",http://magento-dev.kongo.cl/te-blanco-con-lavanda-y-rosas?___store=es,1702,1,Té Blanco con Lavanda y Rosas,Té Blanco con Lavanda y Rosas | ArTea: Tienda de Té,,,,,te-blanco-con-lavanda-y-rosas,te-blanco-con-lavanda-y-rosas,,No layout updates,Product Info Column,Té Blanco con Lavanda y Rosas,Té Blanco con Lavanda y Rosas,Té Blanco con Lavanda y Rosas,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El té blanco se cosecha un poco antes de la primavera cuando aún hace frío y se secan las hojas naturalmente en el sol. La combinación de lavanda, rosas y té blanco tiene un sabor dulce y suave que enriquecerá tu cuerpo y alma.</p>","<p>La combinación de lavanda, rosas y té blanco tiene un sabor dulce y suave que enriquecerá tu cuerpo y alma.</p>",,,,,,,,,5,0.0011,1,0,0,1,1.0011,1,0.0011,1,1,,,1,0,1,0,1,0.0011,1,0,0,0,1,Té Blanco con Lavanda y Rosas,1,configurable,,,,,,,,
es,base,Té,configurable,7,http://magento-dev.kongo.cl/te-negro?___store=es,1801,1,Té Negro,Té Negro | ArTea: Tienda de Té,,,,,te-negro,te-negro,,No layout updates,Product Info Column,Té Negro,Té Negro,Té Negro,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Es el té mas conocido en el mundo occidental, puesto que todos crecimos remojando bolsitas de té en nuestras tazas. El té negro es un té completamente fermentado, por lo que posee aproximadamente el 20% de cafeína de una taza de café. El té negro puede ayudar a mantener saludables los niveles de colesterol cuando estos se encuentran dentro de los rangos normales, así como también a mantener la función cardiovascular y a mantener un sistema circulatorio sano.</p>","<p>Es el té mas conocido en el mundo occidental, puesto que todos crecimos remojando bolsitas de té en nuestras tazas.</p>",,,,,,,,,5,0.0011,1,0,0,1,1.0011,1,0.0011,1,1,,,1,0,1,0,1,0.0011,1,0,0,0,1,Té Negro,1,configurable,,,,,,,,
es,base,Té,configurable,"23,25",http://magento-dev.kongo.cl/yerba-mate?___store=es,1901,1,Yerba Mate,Yerba Mate | ArTea: Tienda de Té,,,,,yerba-mate,yerba-mate,,No layout updates,Product Info Column,Yerba Mate,Yerba Mate,Yerba Mate,Argentina,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>La yerba mate es rica en antioxidantes, lo que permite retrasar el envejecimiento, desintoxicar la sangre, prevenir el desarrollo de ciertos tipos de cáncer y reducir el estrés. Asimismo, el mate también aporta nutrientes, como las vitaminas B y C, y minerales como el manganeso, potasio y zinc, todos ellos muy beneficiosos para la salud.</p>

<h3>Preparación</h3>

<p>Hay tres formas básicas de consumir la yerba mate, que reciben distintos nombres:</p>

<ul>
<li>La forma más común es el mate, una infusión que se prepara en un recipiente también denominado “mate”, donde se vierten la yerba y agua entre 75 y 82 ºC de temperatura, que se succiona por medio de una bombilla.</li>
<li>El tereré es similar al mate, pero se lo prepara con agua bien fría, su consumo es constante sin importar la época o temperatura. Se le suele agregar mezcla de yerbas medicinales como la menta, el cedrón, entre otras. Es propio de Paraguay y de algunas zonas de Brasil.</li>
<li>El mate cocido es una infusión. Para prepararlo primero se calienta agua, se le agrega yerba mate antes de hervir y posteriormente se cuela y se sirve en una taza.</li>
</ul>","<p>Conocido como té de los jesuitas o té paraguayo. La yerba fue consumida desde tiempo inmemorial por los pueblos guaraníes y guaycurúes, que recogían las hojas de ka’a en la selva, donde crecía en forma silvestre.</p>",,,,,,,,,5,0.0012,1,0,0,1,1.0012,1,0.0012,1,1,,,1,0,1,0,1,0.0012,1,0,0,0,1,Yerba Mate,1,configurable,,,,,,,,
es,base,Té,configurable,"5,28",http://magento-dev.kongo.cl/spicy-muse-te-verde?___store=es,2003,1,Spicy Muse,Spicy Muse | ArTea: Tienda de Té,,,,,spicy-muse-te-verde,spicy-muse-te-verde,,No layout updates,Product Info Column,Spicy Muse,Spicy Muse,Spicy Muse,China,Use config,Use config,No,2600.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Explosiva y deliciosa mezcla de té verde y especias. Su sabor frutal y vibrante cautiva los sentidos.</p>

<p>Ingredientes: Té verde, canela, clavo de olor, anís estrella, manzana deshidratada.</p>","<p>Explosiva y deliciosa mezcla de té verde y especias, que contiene variados ingredientes, como la canela, un clásico acompañante del té a la hora del té. Su sabor frutal y vibrante cautiva los sentidos y traslada hacia tierras lejanas, donde los té picantes y aromáticos son los predilectos, tan antiguos como los cimientos de las civilizaciones orientales.</p>",,,,,,,,,5,0.0012,1,0,0,1,1.0012,1,0.0012,1,1,,,1,0,1,0,1,0.0012,1,0,0,0,1,Spicy Muse,1,configurable,,,,,,,,
es,base,Té,configurable,"23,27",http://magento-dev.kongo.cl/perlas-de-jazmin?___store=es,2101,1,Perlas de Jazmín,Perlas de Jazmín | ArTea: Tienda de Té,,,,,perlas-de-jazmin,perlas-de-jazmin,,No layout updates,Product Info Column,Perlas de Jazmín,Perlas de Jazmín,Perlas de Jazmín,China,Use config,Use config,No,5900.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Té de la provincia de Fujian (China) cuyas hojas están enrolladas a mano en forma de delicadas perlas. A pesar de estar catalogado como té verde, está formado eminentemente por tiernos brotes, propios del té blanco.</p>

<p>Es conocido por su suave fragancia a jazmín que se adquiere al mezclarlo con estas flores durante el proceso de secado. Después todas ellas son apartadas para que lo&nbsp;único que llegue a nuestras tazas sea el exquisito té.</p>","<p>Té mezclado con formas de jazmín, cuyas hojas están enrolladas a mano en forma de delicadas perlas</p>",,,,,,,,,5,0.0013,1,0,0,1,1.0013,1,0.0013,1,1,,,1,0,1,0,1,0.0013,1,0,0,0,1,Perlas de Jazmín,1,configurable,,,,,,,,
